index,year,oscars_held,category,name,film_title,character_name,honorary_statement,description,note,act_dir,winner_type
2287,2012,85,ACTOR IN A SUPPORTING ROLE,Christoph Waltz,Django Unchained,Dr. King Schultz,,,,True,Single Winner
2288,2012,85,ACTRESS IN A LEADING ROLE,Jennifer Lawrence,Silver Linings Playbook,Tiffany,,,,True,Single Winner
2289,2012,85,ACTRESS IN A SUPPORTING ROLE,Anne Hathaway,Les Misérables,Fantine,,,,True,Single Winner
2290,2012,85,ANIMATED FEATURE FILM,Mark Andrews and Brenda Chapman,Brave,,,,,False,Single Winner
2291,2012,85,BEST PICTURE,"Grant Heslov, Ben Affleck and George Clooney, Producers",Argo,,,,,False,Single Winner
2292,2012,85,CINEMATOGRAPHY,Claudio Miranda,Life of Pi,,,,,False,Single Winner
2293,2012,85,COSTUME DESIGN,Jacqueline Durran,Anna Karenina,,,,,False,Single Winner
2294,2012,85,DIRECTING,Ang Lee,Life of Pi,,,,,True,Single Winner
2295,2012,85,DOCUMENTARY (Feature),Malik Bendjelloul and Simon Chinn,Searching for Sugar Man,,,,,False,Single Winner
2296,2012,85,DOCUMENTARY (Short Subject),Sean Fine and Andrea Nix Fine,Inocente,,,,,False,Single Winner
2297,2012,85,FILM EDITING,William Goldenberg,Argo,,,,,False,Single Winner
2298,2012,85,FOREIGN LANGUAGE FILM,Austria,Amour,,,,,False,Single Winner
2299,2012,85,HONORARY AWARD,,,,"To Hal Needham, an innovator, mentor, and master technician who elevated his craft to an art and made the impossible look easy.",,,False,Single Winner
2300,2012,85,JEAN HERSHOLT HUMANITARIAN AWARD,Jeffrey Katzenberg,,,,,,False,Single Winner
2301,2012,85,JOHN A. BONNER MEDAL OF COMMENDATION,,,,To Bill Taylor in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.,,,False,Single Winner
2302,2012,85,MAKEUP AND HAIRSTYLING,Lisa Westcott and Julie Dartnell,Les Misérables,,,,,False,Single Winner
2303,2012,85,MUSIC (Original Score),Mychael Danna,Life of Pi,,,,,False,Single Winner
2304,2012,85,MUSIC (Original Song),Music and Lyric by Adele Adkins and Paul Epworth,Skyfall,,,,,False,Single Winner
2305,2012,85,PRODUCTION DESIGN,Production Design: Rick Carter; Set Decoration: Jim Erickson,Lincoln,,,,,False,Single Winner
2306,2012,85,SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit),,,,"To COOKE OPTICS LIMITED for their continuing innovation in the design, development and manufacture of advanced camera lenses that have helped define the look of motion pictures over the last century.","Since their first series of motion picture lenses, Cooke Optics has continued to create optical innovations decade after decade. Producing what is commonly referred to as the ""Cooke Look,"" these lenses have often been the lens of choice for creative cinematographers worldwide.",,False,Single Winner
2307,2012,85,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,"To SIMON CLUTTERBUCK, JAMES JACOBS and DR. RICHARD DORLING for the development of the Tissue Physically-Based Character Simulation Framework.",This framework faithfully and robustly simulates the effects of anatomical structures underlying a character's skin. The resulting dynamic and secondary motions provide a new level of realism to computer-generated creatures.,,False,Single Winner
2308,2012,85,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,"To J.P. LEWIS, MATT CORDNER and NICKSON FONG for the invention and publication of the Pose Space Deformation technique.",Pose Space Deformation (PSD) introduced the use of novel sparse data interpolation techniques to the task of shape interpolation. The controllability and ease of achieving artistic intent have led to PSD being a foundational technique in the creation of computer-generated characters.,,False,Single Winner
2309,2012,85,SHORT FILM (Animated),John Kahrs,Paperman,,,,,False,Single Winner
2310,2012,85,SHORT FILM (Live Action),Shawn Christensen,Curfew,,,,,False,Single Winner
2311,2012,85,SOUND EDITING,Per Hallberg and Karen Baker Landers,Skyfall,,,,A tie. The other winning film in this category was Zero Dark Thirty.,False,Multiple Winners
2312,2012,85,SOUND EDITING,Paul N.J. Ottosson,Zero Dark Thirty,,,,A tie. The other winning film in this category was Zero Dark Thirty.,False,Multiple Winners
2313,2012,85,SOUND MIXING,"Andy Nelson, Mark Paterson and Simon Hayes",Les Misérables,,,,,False,Single Winner
2314,2012,85,VISUAL EFFECTS,"Bill Westenhofer, Guillaume Rocheron, Erik-Jan De Boer and Donald R. Elliott",Life of Pi,,,,,False,Single Winner
2315,2012,85,WRITING (Adapted Screenplay),Screenplay by Chris Terrio,Argo,,,,,False,Single Winner
2316,2012,85,WRITING (Original Screenplay),Written by Quentin Tarantino,Django Unchained,,,,,False,Single Winner
2317,2013,86,ACTOR IN A LEADING ROLE,Matthew McConaughey,Dallas Buyers Club,Ron Woodroof,,,,True,Single Winner
2318,2013,86,ACTOR IN A SUPPORTING ROLE,Jared Leto,Dallas Buyers Club,Rayon,,,,True,Single Winner
2319,2013,86,ACTRESS IN A LEADING ROLE,Cate Blanchett,Blue Jasmine,Jasmine,,,,True,Single Winner
2320,2013,86,ACTRESS IN A SUPPORTING ROLE,Lupita Nyong'o,12 Years a Slave,Patsey,,,,True,Single Winner
2321,2013,86,ANIMATED FEATURE FILM,"Chris Buck, Jennifer Lee and Peter Del Vecho",Frozen,,,,,False,Single Winner
2322,2013,86,BEST PICTURE,"Brad Pitt, Dede Gardner, Jeremy Kleiner, Steve McQueen and Anthony Katagas, Producers",12 Years a Slave,,,,,False,Single Winner
2323,2013,86,CINEMATOGRAPHY,Emmanuel Lubezki,Gravity,,,,,False,Single Winner
2324,2013,86,COSTUME DESIGN,Catherine Martin,The Great Gatsby,,,,,False,Single Winner
2325,2013,86,DIRECTING,Alfonso Cuarón,Gravity,,,,,True,Single Winner
2326,2013,86,DOCUMENTARY (Feature),"Morgan Neville, Gil Friesen and Caitrin Rogers",20 Feet from Stardom,,,,,False,Single Winner
2327,2013,86,DOCUMENTARY (Short Subject),Malcolm Clarke and Nicholas Reed,The Lady in Number 6: Music Saved My Life,,,,,False,Single Winner
2328,2013,86,FILM EDITING,Alfonso Cuarón and Mark Sanger,Gravity,,,,,False,Single Winner
2329,2013,86,FOREIGN LANGUAGE FILM,Italy,The Great Beauty,,,,,False,Single Winner
2330,2013,86,GORDON E. SAWYER AWARD,,,,Peter W. Anderson,,,False,Single Winner
2331,2013,86,HONORARY AWARD,,,,"To Angela Lansbury, an entertainment icon who has created some of cinema's most memorable characters, inspiring generations of actors.",,,False,Single Winner
2332,2013,86,JEAN HERSHOLT HUMANITARIAN AWARD,Angelina Jolie,,,,,,False,Single Winner
2333,2013,86,JOHN A. BONNER MEDAL OF COMMENDATION,,,,"To Charles ""Tad"" Marburg in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.",,,False,Single Winner
2334,2013,86,MAKEUP AND HAIRSTYLING,Adruitha Lee and Robin Mathews,Dallas Buyers Club,,,,,False,Single Winner
2335,2013,86,MUSIC (Original Score),Steven Price,Gravity,,,,,False,Single Winner
2336,2013,86,MUSIC (Original Song),Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,Frozen,,,,,False,Single Winner
2337,2013,86,PRODUCTION DESIGN,Production Design: Catherine Martin; Set Decoration: Beverley Dunn,The Great Gatsby,,,,,False,Single Winner
2338,2013,86,SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit),,,,"To all those who built and operated film laboratories, for over a century of service to the motion picture industry.",Lab employees have contributed extraordinary efforts to achieve filmmakers' artistic expectations for special film processing and the production of billions of feet of release prints per year. This work has allowed an expanded motion picture audience and unequaled worldwide cinema experience.,,False,Single Winner
2339,2013,86,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,To OFER ALON for the design and implementation of the ZBrush software tool for multi-resolution sculpting of digital models.,"ZBrush pioneered multi-resolution digital sculpting, transforming how artists conceive and realize their final designs. ZBrush has enabled artists to create models far more quickly and with much greater detail than previous approaches.",,False,Single Winner
2340,2013,86,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,"To OLIVIER MAURY, IAN SACHS and DAN PIPONI for the creation of the ILM Plume system that simulates and renders fire, smoke and explosions for motion picture visual effects.","The unique construction of this system combines fluid solving and final image rendering on the GPU (Graphics Processing Unit) hardware without needing an intermediate step involving the CPU. This innovation reduces turnaround time, resulting in significant efficiency gains for the ILM effects department.",,False,Single Winner
2341,2013,86,SHORT FILM (Animated),Laurent Witz and Alexandre Espigares,Mr. Hublot,,,,,False,Single Winner
2342,2013,86,SHORT FILM (Live Action),Anders Walter and Kim Magnusson,Helium,,,,,False,Single Winner
2343,2013,86,SOUND EDITING,Glenn Freemantle,Gravity,,,,,False,Single Winner
2344,2013,86,SOUND MIXING,"Skip Lievsay, Niv Adiri, Christopher Benstead and Chris Munro",Gravity,,,,,False,Single Winner
2345,2013,86,VISUAL EFFECTS,"Tim Webber, Chris Lawrence, David Shirk and Neil Corbould",Gravity,,,,,False,Single Winner
2346,2013,86,WRITING (Adapted Screenplay),Screenplay by John Ridley,12 Years a Slave,,,,,False,Single Winner
2347,2013,86,WRITING (Original Screenplay),Written by Spike Jonze,Her,,,,,False,Single Winner
2348,2014,87,ACTOR IN A LEADING ROLE,Eddie Redmayne,The Theory of Everything,Stephen Hawking,,,,True,Single Winner
2349,2014,87,ACTOR IN A SUPPORTING ROLE,J.K. Simmons,Whiplash,Fletcher,,,,True,Single Winner
2350,2014,87,ACTRESS IN A LEADING ROLE,Julianne Moore,Still Alice,Alice Howland,,,,True,Single Winner
2351,2014,87,ACTRESS IN A SUPPORTING ROLE,Patricia Arquette,Boyhood,Mom,,,,True,Single Winner
2352,2014,87,ANIMATED FEATURE FILM,"Don Hall, Chris Williams and Roy Conli",Big Hero 6,,,,,False,Single Winner
2353,2014,87,AWARD OF COMMENDATION,,,,"To Steven Tiffen, Jeff Cohen and Michael Fecik for their pioneering work in developing dye-based filters that reduce IR contamination when neutral density filters are used with digital cameras.",The Tiffen Company identified the problem and rapidly engineered a series of absorptive filters that ameliorated infrared artifacts with lenses of all focal lengths. These widely adopted filters allow cinematographers to work as they have done with film-based technology.,,False,Single Winner
2354,2014,87,BEST PICTURE,"Alejandro G. Iñárritu, John Lesher and James W. Skotchdopole, Producers",Birdman or (The Unexpected Virtue of Ignorance),,,,,False,Single Winner
2355,2014,87,CINEMATOGRAPHY,Emmanuel Lubezki,Birdman or (The Unexpected Virtue of Ignorance),,,,,False,Single Winner
2356,2014,87,COSTUME DESIGN,Milena Canonero,The Grand Budapest Hotel,,,,,False,Single Winner
2357,2014,87,DIRECTING,Alejandro G. Iñárritu,Birdman or (The Unexpected Virtue of Ignorance),,,,,True,Single Winner
2358,2014,87,DOCUMENTARY (Feature),"Laura Poitras, Mathilde Bonnefoy and Dirk Wilutzky",CitizenFour,,,,,False,Single Winner
2359,2014,87,DOCUMENTARY (Short Subject),Ellen Goosenberg Kent and Dana Perry,Crisis Hotline: Veterans Press 1,,,,,False,Single Winner
2360,2014,87,FILM EDITING,Tom Cross,Whiplash,,,,,False,Single Winner
2361,2014,87,FOREIGN LANGUAGE FILM,Poland,Ida,,,,,False,Single Winner
2362,2014,87,GORDON E. SAWYER AWARD,,,,David Winchester Gray,,,False,Single Winner
2363,2014,87,HONORARY AWARD,,,,"To Jean-Claude Carrière, whose elegantly crafted screenplays elevate the art of screenwriting to the level of literature.",,,False,Single Winner
2364,2014,87,JEAN HERSHOLT HUMANITARIAN AWARD,Harry Belafonte,,,,,,False,Single Winner
2365,2014,87,MAKEUP AND HAIRSTYLING,Frances Hannon and Mark Coulier,The Grand Budapest Hotel,,,,,False,Single Winner
2366,2014,87,MUSIC (Original Score),Alexandre Desplat,The Grand Budapest Hotel,,,,,False,Single Winner
2367,2014,87,MUSIC (Original Song),Music and Lyric by John Stephens and Lonnie Lynn,Selma,,,,,False,Single Winner
2368,2014,87,PRODUCTION DESIGN,Production Design: Adam Stockhausen; Set Decoration: Anna Pinnock,The Grand Budapest Hotel,,,,,False,Single Winner
2369,2014,87,SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit),,,,To DR. LARRY HORNBECK for the invention of digital micromirror technology as used in DLP Cinema projection.,The Digital Micromirror Device (DMD) is the core technology that has enabled Texas Instruments' DLP Cinema projection to become the standard of the motion picture industry.,,False,Single Winner
2370,2014,87,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,"To IAIN NEIL for the optical design, and to ANDRÉ DE WINTER for the mechanical design, of the Leica Summilux-C series of lenses.","Incorporating novel telecentric multi-element aspherical optics, these camera lenses have delivered unprecedented optical and mechanical performance.",,False,Single Winner
2371,2014,87,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,"To PETER BRAUN for the concept and development of the MAT-Towercam Twin Peek, a portable, remote-controlled, telescoping column that smoothly positions a camera up to 24 feet vertically.","This small cross-section system from Mad About Technology can operate from above or below the camera, achieving nearly impossible shots with repeatable movements through openings no larger than the camera itself.",,False,Single Winner
2372,2014,87,SHORT FILM (Animated),Patrick Osborne and Kristina Reed,Feast,,,,,False,Single Winner
2373,2014,87,SHORT FILM (Live Action),Mat Kirkby and James Lucas,The Phone Call,,,,,False,Single Winner
2374,2014,87,SOUND EDITING,Alan Robert Murray and Bub Asman,American Sniper,,,,,False,Single Winner
2375,2014,87,SOUND MIXING,"Craig Mann, Ben Wilkins and Thomas Curley",Whiplash,,,,,False,Single Winner
2376,2014,87,VISUAL EFFECTS,"Paul Franklin, Andrew Lockley, Ian Hunter and Scott Fisher",Interstellar,,,,,False,Single Winner
2377,2014,87,WRITING (Adapted Screenplay),Written by Graham Moore,The Imitation Game,,,,,False,Single Winner
2378,2014,87,WRITING (Original Screenplay),"Written by Alejandro G. Iñárritu, Nicolás Giacobone, Alexander Dinelaris, Jr. & Armando Bo",Birdman or (The Unexpected Virtue of Ignorance),,,,,False,Single Winner
2379,2015,88,ACTOR IN A LEADING ROLE,Leonardo DiCaprio,The Revenant,Hugh Glass,,,,True,Single Winner
2380,2015,88,ACTOR IN A SUPPORTING ROLE,Mark Rylance,Bridge of Spies,Rudolf Abel,,,,True,Single Winner
2381,2015,88,ACTRESS IN A LEADING ROLE,Brie Larson,Room,Ma,,,,True,Single Winner
2382,2015,88,ACTRESS IN A SUPPORTING ROLE,Alicia Vikander,The Danish Girl,Gerda,,,,True,Single Winner
2383,2015,88,ANIMATED FEATURE FILM,Pete Docter and Jonas Rivera,Inside Out,,,,,False,Single Winner
2384,2015,88,BEST PICTURE,"Michael Sugar, Steve Golin, Nicole Rocklin and Blye Pagon Faust, Producers",Spotlight,,,,,False,Single Winner
2385,2015,88,CINEMATOGRAPHY,Emmanuel Lubezki,The Revenant,,,,,False,Single Winner
2386,2015,88,COSTUME DESIGN,Jenny Beavan,Mad Max: Fury Road,,,,,False,Single Winner
2387,2015,88,DIRECTING,Alejandro G. Iñárritu,The Revenant,,,,,True,Single Winner
2388,2015,88,DOCUMENTARY (Feature),Asif Kapadia and James Gay-Rees,Amy,,,,,False,Single Winner
2389,2015,88,DOCUMENTARY (Short Subject),Sharmeen Obaid-Chinoy,A Girl in the River: The Price of Forgiveness,,,,,False,Single Winner
2390,2015,88,FILM EDITING,Margaret Sixel,Mad Max: Fury Road,,,,,False,Single Winner
2391,2015,88,FOREIGN LANGUAGE FILM,Hungary,Son of Saul,,,,,False,Single Winner
2392,2015,88,HONORARY AWARD,,,,"To Spike Lee, filmmaker, educator, motivator, iconoclast, artist.",,,False,Single Winner
2393,2015,88,JEAN HERSHOLT HUMANITARIAN AWARD,Debbie Reynolds,,,,,,False,Single Winner
2394,2015,88,MAKEUP AND HAIRSTYLING,"Lesley Vanderwalt, Elka Wardega and Damian Martin",Mad Max: Fury Road,,,,,False,Single Winner
2395,2015,88,MUSIC (Original Score),Ennio Morricone,The Hateful Eight,,,,,False,Single Winner
2396,2015,88,MUSIC (Original Song),Music and Lyric by Jimmy Napes and Sam Smith,Spectre,,,,,False,Single Winner
2397,2015,88,PRODUCTION DESIGN,Production Design: Colin Gibson; Set Decoration: Lisa Thompson,Mad Max: Fury Road,,,,,False,Single Winner
2398,2015,88,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,To BRIAN McLEAN and MARTIN MEUNIER for pioneering the use of rapid prototyping for character animation in stop-motion film production.,"LAIKA's inventive use of rapid prototyping has enabled artistic leaps in character expressiveness, facial animation, motion blur and effects animation. Through highly specialized pipelines and techniques, 3D printing capabilities have been harnessed with color uniformity, mechanical repeatability, and the scale required to significantly enhance stop-motion animated feature films.",,False,Single Winner
2399,2015,88,SCIENTIFIC AND TECHNICAL AWARD (Special Award),,,,"To the Society of Motion Picture and Television Engineers - For one hundred years, the Society's members have nurtured technology, provided essential standards, and offered the expertise, support, tools and infrastructure for the creation and post-production of motion pictures.",,,False,Single Winner
